"Date","No.","Description","Debit","Credit"
"12/26/2017","","52841 POS PUR 12/24 10:50 KMART 3529 PITTSBURGH PA 04360584 73580796044~5310","-37.4500",""
"12/26/2017","","21953 POS PUR 12/23 03:26 GO] CALENDARSGA PITTSBURGH PA 57021953 02195~5999","-26.1900",""
"12/26/2017","","23191 POS PUR 12/25 23:12 APL* ITUNES.COM/ 866-712-7753 CA 00000000 023~5735","-17.1000",""
"12/22/2017","","DEVELOPMENT DIME DIRECT DEP 749043316143MU9","","1894.0000"
"12/22/2017","","PAYPAL INST XFER STARBUCKS","-25.0000",""
"12/22/2017","","77262 POS PUR 12/22 05:12 APL* ITUNES.COM/ 866-712-7753 CA 00000000 077~5735","-16.0300",""
"12/21/2017","","77255 POS PUR 12/20 22:36 GIANT-EAGLE #002 PITTSBURGH PA 00000000 07725~5411","-60.4400",""
"12/21/2017","","16445 POS PUR 12/21 05:46 APL* ITUNES.COM/ 866-712-7753 CA 00000000 016~5735","-13.8900",""
"12/20/2017","","COMENITY PAY OH WEB PYMT P17353137539058","-50.0000",""
"12/20/2017","","24854 POS PUR 12/20 17:36 RITE AID STORE - WEST MIFFLIN PA 00000000 024~5912","-23.8000",""
"12/20/2017","","79704 POS PUR 12/19 08:02 WENDYS 546 BRIDGEVILLE PA 52779704 079704 ~5814","-10.4600",""
"12/19/2017","","DISCOVER E-PAYMENT 9459","-60.0000",""
"12/19/2017","","PAYMENT FOR AMZ STORECARD 1473090642","-60.0000",""
"12/19/2017","","Credit One Bank Payment 0000235421756","-40.0000",""
"12/19/2017","","Credit One Bank Payment 0000235421731","-33.0000",""
"12/19/2017","","37875 POS PUR 12/16 13:20 FLAMERS PITTSBURGH PA 74930671 037875 ~5812","-15.5900",""
"12/19/2017","","PAYPAL INST XFER NETFLIX.COM","-11.7600",""
"12/19/2017","","PAYPAL INST XFER IGN ENT","-6.9500",""
"12/18/2017","","BARCLAYCARD US CREDITCARD 505395749","-50.0000",""
"12/18/2017","","13604 POS PUR 12/17 17:59 SUNOCO 036301420 PITTSBURGH PA 0363001 013604~5542","-46.1600",""
"12/18/2017","","0037 POS PUR 12/16 12:04 0009 HOLIDAY PHO PITTSBURGH PA 00002595 00003~5999","-42.7900",""
"12/18/2017","","80251 POS PUR 12/16 18:04 GO] CALENDARSGA PITTSBURGH PA 63880251 08025~5999","-42.2400",""
"12/18/2017","","17725 RECURRING 12/16 03:38 LA FITNESS 949-255-7200 CA 00000000 017725 ~7997","-29.9500",""
"12/18/2017","","50046 POS PUR 12/16 03:42 MANDY'S PIZZA & WEST VIEW PA 00912907 050046 ~5812","-29.6600",""
"12/18/2017","","PAYPAL INST XFER FANDANGOMED","-27.0000",""
"12/18/2017","","63041 POS PUR 12/15 13:47 HELLO BISTRO 250 UPPER SAINT C PA 64863041 06~5812","-12.7900",""
"12/18/2017","","70023 POS PUR 12/16 14:40 MRS FIELDS SOUTH PITTSBURGH PA 00008X8V 07002~5462","-11.4800",""
"12/18/2017","","80269 POS PUR 12/16 18:35 GO] CALENDARSGA PITTSBURGH PA 63880269 08026~5999","-9.6100",""
"12/18/2017","","15807 POS PUR 12/17 13:37 SAMS CLUB #6678 PITTSBURGH PA 66780085 056758~5300","-8.3300",""
"12/18/2017","","37486 POS PUR 12/16 06:16 APL* ITUNES.COM/ 866-712-7753 CA 00000000 037~5735","-5.3400",""
"12/18/2017","","PAYPAL INST XFER GOOGLE PLAY","-4.9900",""
"12/18/2017","","338536 PIN PUR 12/17 20:10 SUNOCO 036301420 PITTSBURGH PA 41897701 33853~5541","-2.1300",""
"12/15/2017","","70458 POS PUR 12/14 13:15 ERC 904-6450049 FL 00000000 070458 ~8931","-112.9500",""
"12/15/2017","","PAYMENT TO DIRECT FIXED NON RE LOAN 45769830","-164.1200",""
"12/14/2017","","0005 POS PUR 12/13 14:22 MELLON FINANCIAL PITTSBURGH PA 00004FGD 00000~7523","-10.0000",""
"12/14/2017","","8996 POS PUR 12/13 18:53 APL* ITUNES.COM/ 866-712-7753 CA 00000000 008~5735","-9.6100",""
"12/14/2017","","95440 POS PUR 12/13 07:58 APL* ITUNES.COM/ 866-712-7753 CA 00000000 095~5735","-0.9900",""
"12/13/2017","","10032 POS PUR 12/12 18:59 MOES SOUTHWEST G BRIDGEVILLE PA 00532310 0100~5812","-10.4900",""
"12/13/2017","","665153 PIN PUR 12/13 15:33 SUNOCO 036301420 PITTSBURGH PA 41897701 66515~5541","-9.3800",""
"12/13/2017","","598858 PIN PUR 12/13 07:06 SUNOCO 036301420 PITTSBURGH PA 41897701 59885~5541","-2.1300",""
"12/12/2017","","96579 POS PUR 12/11 23:58 GET GO #3021 PITTSBURGH PA 00000000 096579 ~5542","-42.7500",""
"12/12/2017","","49630 POS PUR 12/11 20:12 GET GO #3021 Pittsburgh PA 21007500 892768 ~5541","-7.4700",""
"12/12/2017","","PAYPAL INST XFER GOOGLE PLAY","-2.9900",""
"12/11/2017","0000000586","Check","-630.0000",""
"12/11/2017","","CAPITAL ONE AUTO CARPAY 006206175051197","-274.5000",""
"12/11/2017","0000000587","Check","-120.0000",""
"12/11/2017","","85855 POS PUR 12/09 22:27 GIANT-EAGLE #002 PITTSBURGH PA 00000000 08585~5411","-88.6500",""
"12/11/2017","","39701 POS PUR 12/09 16:01 PETSMART # 3001 PITTSBURGH PA 00007847 039701~5995","-68.3400",""
"12/11/2017","","TARGET CARD SRVC BILL PAY 000000006309313","-50.0000",""
"12/11/2017","","PAYPAL INST XFER SANDIMETZ","-29.4000",""
"12/11/2017","","PAYPAL INST XFER STARBUCKS","-25.0000",""
"12/11/2017","","PAYPAL INST XFER MANNING PUB","-21.9900",""
"12/11/2017","","79078 POS PUR 12/09 23:50 Audible adbl.co/bill NJ 00000000 079078 ~5968","-15.8500",""
"12/11/2017","","30954 POS PUR 12/08 22:54 APL* ITUNES.COM/ 866-712-7753 CA 00000000 030~5735","-11.7500",""
"12/11/2017","","10026 POS PUR 12/08 04:26 MOES SOUTHWEST G BRIDGEVILLE PA 00532310 0100~5812","-10.4900",""
"12/8/2017","","DEVELOPMENT DIME DIRECT DEP 932805493711MU9","","1796.9400"
"12/8/2017","","PAYPAL INST XFER JETBRAINSAM","-21.2900",""
"12/8/2017","","21446 POS PUR 12/07 21:14 APL* ITUNES.COM/ 866-712-7753 CA 00000000 021~5735","-5.3400",""
"12/8/2017","","823357 PIN PUR 12/07 20:17 SUNOCO 036301420 PITTSBURGH PA 41897701 82335~5541","-2.1300",""
"12/7/2017","","PAYPAL INST XFER DROPBOX","-9.9900",""
"12/6/2017","","SURCHARGE FEE 0669 ATM WTD 12/05 18:49 Cardtronics CCSW PITTSBURGH PA LK943720","-2.5000",""
"12/6/2017","","PAYPAL ECHECK 4MK22ABS44UDY","-66.0000",""
"12/6/2017","","0669 ATM WTD 12/05 18:49 Cardtronics CCSW PITTSBURGH PA LK943720 00279~6011","-40.0000",""
"12/6/2017","","PAYPAL INST XFER TEAMROCKET","-5.0000",""
"12/6/2017","","FEE FOR ATM WTD 12/05 18:49 Cardtronics CCSW PITTSBURGH PA LK943720 00279~6011","-2.5000",""
"12/5/2017","","CAPITAL ONE MOBILE PMT 733839809392608","-60.0000",""
"12/5/2017","","COMENITY PAY UR WEB PYMT P17338133637264","-30.0000",""
"12/5/2017","","PAYPAL INST XFER SPOTIFYUSAI","-10.6900",""
"12/4/2017","","BARCLAYCARD US CREDITCARD 501677660","-60.8100",""
"12/4/2017","","NTB ONLINE PMT 112503391028605","-27.0000",""
"12/4/2017","","27574 POS PUR 12/02 14:28 WM SUPERCENTER # EVANS CITY PA 17700007 44081~5411","-26.8100",""
"12/4/2017","","PAYPAL INST XFER STARBUCKS","-15.0000",""
"12/4/2017","","56304 POS PUR 12/02 10:46 CARNEGIE MUSEUMS 412-622-3370 PA 00010037 056~7991","-12.5000",""
"12/4/2017","","23981 POS PUR 12/02 03:56 7-ELEVEN 36158 WEST MIFFLIN PA 08 023981 ~5541","-11.4700",""
"12/4/2017","","78221 POS PUR 12/01 05:36 APL* ITUNES.COM/ 866-712-7753 CA 00000000 078~5735","-10.6900",""
"11/30/2017","","AES STDNT LOAN PA3767191732B","-104.8400",""
"11/30/2017","","51170 POS PUR 11/29 05:49 ROCHESTER INNHAR PITTSBURGH PA 01463285 05117~5812","-29.1100",""
"11/29/2017","","73821 POS PUR 11/28 00:59 DUQUESNE LIGHT P 412-393-7100 PA 00000000 073~4900","-102.5000",""
"11/29/2017","","PAYPAL INST XFER GRUBHUBFOOD","-38.1200",""
"11/29/2017","","43895 POS PUR 11/28 06:25 GET GO #3205 CARNEGIE PA 00000000 043895 ~5542","-14.8100",""
"11/29/2017","","10028 POS PUR 11/28 09:26 MOES SOUTHWEST G BRIDGEVILLE PA 00532310 0100~5812","-9.9500",""
"11/28/2017","","WalMart CC WM EPAY 1455885442","-80.0000",""
"11/28/2017","","25946 RECURRING 11/27 22:51 AXOSOFT GITKRAKE HTTPSWWW.GITK AZ 00000000 02~7372","-49.0000",""
"11/28/2017","","31527 POS PUR 11/27 05:13 SUNOCO 037463280 SOMERSET PA 0374001 031527 ~5542","-48.7200",""
"11/28/2017","","27132 POS PUR 11/25 02:06 ABM PARKING CARN PITTSBURGH PA 00000000 02713~7523","-5.0000",""
"11/27/2017","","3353 POS PUR 11/24 10:32 VIOC 060069 PITTSBURGH PA 0600002 003353 ~7538","-56.7000",""
"11/27/2017","","72740 POS PUR 11/24 03:33 BUILDABEAR WRKSH PITTSBURGH PA 00000000 07274~5945","-55.2100",""
"11/27/2017","","93112 RECURRING 11/24 02:11 AT&T*BILL PAYMEN WWW.ATT.COM TX 0034 093112 ~4814","-50.2200",""
"11/27/2017","","PAYPAL INST XFER THINKGEEKIN","-30.9700",""
"11/27/2017","","11211 POS PUR 11/26 05:46 APL* ITUNES.COM/ 866-712-7753 CA 00000000 011~5735","-29.9400",""
"11/27/2017","","2227 POS PUR 11/24 00:29 PHILLY PRETZEL F 412-8287700 PA 00000000 0022~5814","-13.0000",""
"11/27/2017","","60757 POS PUR 11/24 09:56 MCDONALD'S F1215 PITTSBURGH PA 1 060757 ~5814","-11.7400",""
"11/27/2017","","32238 POS PUR 11/26 07:59 KINDLE UNLIMITED 888-802-3080 WA 00000000 032~5818","-10.5900",""
"11/27/2017","","94204 POS PUR 11/26 08:27 MCDONALD'S F1215 PITTSBURGH PA 1 094204 ~5814","-8.2200",""
"11/27/2017","","25824 POS PUR 11/26 02:06 WALGREENS #9736 PITTSBURGH PA 00000000 025824~5912","-6.9800",""
"11/27/2017","","51406 POS PUR 11/25 05:24 DUNKIN #349047 PITTSBURGH PA 00000000 051406 ~5814","-5.9400",""
"11/27/2017","","51408 POS PUR 11/25 05:00 DUNKIN #349047 PITTSBURGH PA 00000000 051408 ~5814","-3.5000",""
"11/27/2017","","79119 POS PUR 11/23 06:56 7-ELEVEN 36147 CRANBERRY TOW PA 08 079119 ~5541","-3.4800",""
"11/24/2017","","DEVELOPMENT DIME DIRECT DEP 691050139696MU9","","1797.8400"
"11/24/2017","","37210 POS PUR 11/24 13:06 GIANT-EAGLE #002 Pittsburgh PA 25038100 41400~5411","-28.6000",""
"11/24/2017","","6274 POS PUR 11/22 20:24 GIANT-EAGLE #002 Pittsburgh PA 25039000 59546~5411","-23.4700",""
"11/24/2017","","18215 POS PUR 11/22 20:36 GIANT-EAGLE #002 Pittsburgh PA 25008300 60466~5411","-6.5400",""
"11/24/2017","","PAYPAL INST XFER FLAVORGOD","-4.9600",""
"11/22/2017","","79047 RETURN 11/22 01:26 APL* ITUNES.COM/ 866-712-7753 CA 00000000 079~5735","","13.9000"
"11/22/2017","","40278 RECURRING 11/21 10:46 AT&T*BILL PAYMEN WWW.ATT.COM TX 0034 040278 ~4814","-150.0000",""
"11/22/2017","","CAPITAL ONE MOBILE PMT 732539809255571","-80.0000",""
"11/22/2017","","DISCOVER E-PAYMENT 9459","-60.0000",""
"11/22/2017","","2194 POS PUR 11/22 06:00 APL* ITUNES.COM/ 866-712-7753 CA 00000000 002~5735","-33.1300",""
"11/21/2017","","4618 POS PUR 11/20 10:01 GIANT-EAGLE #002 PITTSBURGH PA 00000000 00461~5411","-87.9700",""
"11/21/2017","","Credit One Bank Payment 0000230548956","-50.0000",""
"11/21/2017","","Credit One Bank Payment 0000230411657","-40.0000",""
"11/21/2017","","PAYPAL INST XFER STARBUCKS","-15.0000",""
"11/21/2017","","8081 POS PUR 11/20 19:28 GIANT-EAGLE #002 Pittsburgh PA 25000600 66303~5411","-5.7700",""
"11/20/2017","","BARCLAYCARD US CREDITCARD 498072717","-100.0000",""
"11/20/2017","0000000585","Check","-75.0000",""
"11/20/2017","","PAYMENT FOR AMZ STORECARD 1451072327","-60.0000",""
"11/20/2017","","89312 POS PUR 11/19 07:55 APL* ITUNES.COM/ 866-712-7753 CA 00000000 089~5735","-29.9400",""
"11/20/2017","","26236 POS PUR 11/19 15:10 LASER STORM PITT PITTSBURGH PA 06752248 73231~7994","-27.0000",""
"11/20/2017","","PAYPAL INST XFER STARBUCKS","-15.0000",""
"11/20/2017","","PAYPAL INST XFER NETFLIX.COM","-10.6900",""
"11/20/2017","","16512 POS PUR 11/19 16:29 GET GO #3021 Pittsburgh PA 21023300 751147 ~5541","-9.4900",""
"11/20/2017","","PAYPAL INST XFER IGN ENT","-6.9500",""
"11/20/2017","","26238 POS PUR 11/19 16:09 LASER STORM PITT PITTSBURGH PA 06752248 73234~7994","-0.3500",""
"11/17/2017","","42078 RECURRING 11/16 05:54 LA FITNESS 949-255-7200 CA 00000000 042078 ~7997","-29.9500",""
"11/16/2017","","COMENITY PAY OH WEB PYMT P17319129291419","-60.0000",""
"11/16/2017","","33389 POS PUR 11/15 18:32 AMAZON.COM AMZN. AMZN.COM/BILL WA 00000000 03~5942","-33.9100",""
"11/15/2017","","PAYPAL INST XFER TOYS R US","-61.4600",""
"11/15/2017","","43567 POS PUR 11/14 17:00 TOYS R US #9251 PITTSBURGH PA 07289068 043567~5945","-25.6500",""
"11/15/2017","","PAYMENT TO DIRECT FIXED NON RE LOAN 45769830","-163.6000",""
"11/14/2017","","CAPITAL ONE AUTO CARPAY 006206175051197","-274.5000",""
"11/14/2017","","4026 POS PUR 11/13 15:39 BP#953429836191 PITTSBURGH PA 9534001 004026 ~5542","-47.9900",""
"11/14/2017","","32779 POS PUR 11/12 09:28 NORTH PARK LOUNG PITTSBURGH PA 00000000 03277~5812","-37.9700",""
"11/14/2017","","32789 POS PUR 11/14 AMAZON SERVICES- 888-482-7820 WA 00000000 032~5818","-14.8300",""
"11/14/2017","","93737 POS PUR 11/14 19:00 SUBWAY 00 PITTSBURGH PA 001 093737 ~5814","-13.8500",""
"11/14/2017","","1750 POS PUR 11/13 19:03 SUNOCO 036301420 PITTSBURGH PA 0363001 001750~5541","-9.3800",""
"11/14/2017","","23477 POS PUR 11/13 10:49 APL* ITUNES.COM/ 866-712-7753 CA 00000000 023~5735","-2.1200",""
"11/14/2017","","66542 POS PUR 11/13 07:48 APL* ITUNES.COM/ 866-712-7753 CA 00000000 066~5735","-0.9900",""
"11/13/2017","","PAYPAL INST XFER STARBUCKS","-25.0000",""
"11/13/2017","","85509 POS PUR 11/12 11:46 APL* ITUNES.COM/ 866-712-7753 CA 00000000 085~5735","-9.5400",""
"11/13/2017","","26341 POS PUR 11/12 14:19 TARGET 00 PITTSBURGH PA 152 026341 ~5310","-5.1000",""
"11/13/2017","","27118 POS PUR 11/12 14:45 TARGET 00 PITTSBURGH PA 172 027118 ~5310","-2.7100",""
"11/13/2017","","PAYPAL INST XFER GOOGLE PLAY","-0.9900",""
"11/13/2017","","PAYPAL INST XFER GOOGLE PLAY","-0.9900",""
"11/13/2017","","PAYPAL INST XFER GOOGLE PLAY","-0.9900",""
"11/9/2017","","DEVELOPMENT DIME DIRECT DEP 940504690493MU9","","1796.9500"
"11/9/2017","","71684 POS PUR 11/09 05:15 Audible adbl.co/bill NJ 00000000 071684 ~5968","-15.8500",""
"11/9/2017","","92072 POS PUR 11/09 03:09 APL* ITUNES.COM/ 866-712-7753 CA 00000000 092~5735","-10.6500",""
"11/8/2017","","MOBILE BANKING DEPOSIT","","100.0000"
"11/8/2017","","PAYPAL INST XFER JETBRAINSAM","-26.6400",""
"11/7/2017","0000000584","Check","-1080.0000",""
"11/7/2017","","COMENITY PAY UR WEB PYMT P17308126532944","-27.0000",""
"11/7/2017","","PAYPAL INST XFER DROPBOX","-9.9900",""
"11/6/2017","","PAYPAL ECHECK 4MK22AASKT7XY","-66.0000",""
"11/6/2017","","BARCLAYCARD US CREDITCARD 494563058","-60.7000",""
"11/6/2017","","CAPITAL ONE MOBILE PMT 730739809552696","-50.0000",""
"11/6/2017","","38000 POS PUR 11/02 05:08 OLIVE GARDEN 00 CRANBERRY TOW PA 00000000 038~5812","-37.6100",""
"11/6/2017","","53723 POS PUR 11/02 11:34 CARNEGIE MUSEUMS 412-622-3370 PA 00010037 053~7991","-12.5000",""
"11/6/2017","","PAYPAL INST XFER SPOTIFYUSAI","-10.6900",""
"11/6/2017","","PAYPAL INST XFER STARBUCKS","-10.0000",""
"11/6/2017","","18196 POS PUR 11/03 18:36 7-ELEVEN 36158 WEST MIFFLIN PA 08 018196 ~5541","-8.7300",""
"11/6/2017","","PAYPAL INST XFER GOOGLE PLAY","-0.9800",""
"11/3/2017","","NTB ONLINE PMT 122477290815550","-40.0000",""
"11/3/2017","","39471 POS PUR 11/02 16:37 APL* ITUNES.COM/ 866-712-7753 CA 00000000 039~5735","-11.7500",""
"11/3/2017","","33202 POS PUR 11/02 09:19 SUBWAY 00 BRIDGEVILLE PA 001 033202 ~5814","-10.7000",""
"11/3/2017","","PAYPAL INST XFER TEAMROCKET","-5.0000",""
"11/3/2017","","63410 POS PUR 11/02 14:29 APL* ITUNES.COM/ 866-712-7753 CA 00000000 063~5735","-2.1200",""
"11/2/2017","","64367 RETURN 11/01 05:38 AMZ*mophie 888-866-7443 WA 00000000 064367 ~7399","","68.4400"
"11/2/2017","","62876 POS PUR 11/01 10:46 SUNOCO 036301420 PITTSBURGH PA 0363001 062876~5542","-48.7100",""
"11/1/2017","","AES STDNT LOAN PA3767191732B","-84.9700",""
"10/31/2017","","MOBILE BANKING DEPOSIT","","350.0000"
"10/31/2017","","24930 POS PUR 10/30 20:00 AT&T*BILL PAYMEN WWW.ATT.COM TX 0034 024930 ~4814","-99.3200",""
"10/31/2017","","63308 POS PUR 10/30 02:30 AMZ*mophie.com 888-866-7443 WA 00000000 06330~7399","-68.4400",""
"10/31/2017","","69928 POS PUR 10/30 21:30 AMZ*mophie.com 888-866-7443 WA 00000000 06992~7399","-68.4400",""
"10/31/2017","","5917 POS PUR 10/30 18:41 GIANT-EAGLE #002 Pittsburgh PA 25000800 92715~5411","-24.0000",""
"10/31/2017","","7655 POS PUR 10/30 23:53 ADVANCE AUTO PAR CARNEGIE PA 1234003 007655 ~5533","-19.2400",""
"10/31/2017","","PAYPAL INST XFER STARBUCKS","-10.0000",""
"10/30/2017","","30264 POS PUR 10/27 02:15 DUQUESNE LIGHT P 412-393-7100 PA 00000000 030~4900","-102.5000",""
"10/30/2017","","WalMart CC WM EPAY 1433373049","-60.0000",""
"10/30/2017","","60040 POS PUR 10/29 04:26 APL* ITUNES.COM/ 866-712-7753 CA 00000000 060~5735","-21.3900",""
"10/30/2017","","96020 POS PUR 10/27 17:09 SHEETZ 00 PITTSBURGH PA 001 096020 ~5541","-20.1500",""
"10/30/2017","","28702 POS PUR 10/28 18:37 MCDONALD'S F1215 PITTSBURGH PA 1 028702 ~5814","-15.1700",""
"10/30/2017","","65982 POS PUR 10/28 12:56 WENDYS 577 PITTSBURGH PA 52865982 065982 ~5814","-12.7000",""
"10/30/2017","","12982 POS PUR 10/30 12:33 GET GO #3705 Carnegie PA 05023200 576314 ~5541","-11.2100",""
"10/30/2017","","89709 POS PUR 10/29 15:42 SQ *PGH POPCORN Pittsburgh PA 00000000 089709~5399","-7.9800",""
"10/27/2017","","DEVELOPMENT DIME DIRECT DEP 605062623363MU9","","1715.6200"
"10/27/2017","","43300 POS PUR 10/25 04:08 OLIVE GARDEN 00 PITTSBURGH PA 00000000 043300~5812","-55.5500",""
"10/27/2017","","96290 POS PUR 10/27 05:22 AMAZON.COM AMZN. AMZN.COM/BILL WA 00000000 09~5942","-9.1100",""
"10/27/2017","","48566 POS PUR 10/26 20:09 GET GO #3165 Cranberry Twn PA 65007500 195660~5541","-7.9800",""
"10/26/2017","","50055 POS PUR 10/26 03:12 Amazon.com AMZN.COM/BILL WA 00000000 050055 ~5942","-51.1500",""
"10/26/2017","","60594 POS PUR 10/25 04:26 SUNOCO 036301420 PITTSBURGH PA 0363001 060594~5542","-49.4200",""
"10/26/2017","","10965 POS PUR 10/25 02:58 APL* ITUNES.COM/ 866-712-7753 CA 00000000 010~5735","-18.1600",""
"10/26/2017","","76435 POS PUR 10/25 18:19 KOHL'S #0311 PITTSBURGH PA 06676435 076435 ~5311","-12.8300",""
"10/26/2017","","60601 POS PUR 10/25 05:44 SUNOCO 036301420 PITTSBURGH PA 0363001 060601~5541","-12.8200",""
"10/26/2017","","60602 POS PUR 10/25 05:24 SUNOCO 036301420 PITTSBURGH PA 0363001 060602~5541","-6.4100",""
"10/24/2017","","CAPITAL ONE MOBILE PMT 729639809471233","-80.0000",""
"10/24/2017","","PAYPAL INST XFER STARBUCKS","-25.0000",""
"10/24/2017","","Credit One Bank Payment 0000225406993","-20.0000",""
"10/24/2017","","CAPITAL ONE MOBILE PMT 729639809471234","-20.0000",""
"10/23/2017","","64104 RECURRING 10/21 13:58 AT&T*BILL PAYMEN WWW.ATT.COM TX 0034 064104 ~4814","-150.0000",""
"10/23/2017","","DISCOVER E-PAYMENT 9459","-50.0000",""
"10/23/2017","","59038 POS PUR 10/20 13:38 SUNOCO 036301420 PITTSBURGH PA 0363001 059038~5542","-47.2700",""
"10/23/2017","","13962 POS PUR 10/20 11:11 PANERA BREAD #20 PITTSBURGH PA 00005821 01396~5812","-25.2200",""
"10/23/2017","","92759 POS PUR 10/20 20:56 ORC*Credit One 877-8253242 NV 00001000 092759~6012","-25.0000",""
"10/23/2017","","PAYPAL INST XFER GRUBHUBFOOD","-23.2000",""
"10/23/2017","","34803 POS PUR 10/21 11:26 APL* ITUNES.COM/ 866-712-7753 CA 00000000 034~5735","-18.1600",""
"10/23/2017","","65489 POS PUR 10/21 15:14 MCDONALD'S F1215 PITTSBURGH PA 1 065489 ~5814","-4.0600",""
"10/20/2017","","COMENITY PAY OH WEB PYMT P17292123259606","-60.0000",""
"10/20/2017","","PAYMENT FOR AMZ STORECARD 1427912135","-60.0000",""
"10/19/2017","","50022 POS PUR 10/18 04:47 KELLY O'S DINER PITTSBURGH PA 78288254 050022~5812","-28.2500",""
"10/18/2017","","PAYPAL INST XFER NETFLIX.COM","-10.6900",""
"10/17/2017","","Credit One Bank Payment 0000224192390","-50.0000",""
"10/17/2017","","60902 RECURRING 10/16 15:15 LA FITNESS 949-255-7200 CA 00000000 060902 ~7997","-29.9500",""
"10/17/2017","","23114 POS PUR 10/16 18:32 GIANT-EAGLE #002 Pittsburgh PA 25007600 41432~5411","-24.5900",""
"10/17/2017","","15310 POS PUR 10/14 13:47 FYE ROBINSON 10 PITTSBURGH PA 72795147 015310~5735","-21.9900",""
"10/16/2017","","CAPITAL ONE AUTO CARPAY 006206175051197","-274.5000",""
"10/16/2017","","BARCLAYCARD US CREDITCARD 490423772","-100.0000",""
"10/16/2017","","PAYPAL INST XFER FLAVORGOD","-41.5000",""
"10/16/2017","","PAYPAL INST XFER STARBUCKS","-25.0000",""
"10/16/2017","","22915 POS PUR 10/13 13:34 7-ELEVEN 36158 WEST MIFFLIN PA 08 022915 ~5541","-18.5500",""
"10/16/2017","","45461 POS PUR 10/15 14:54 TARGET 00 PITTSBURGH PA 174 045461 ~5310","-16.5700",""
"10/16/2017","","36801 POS PUR 10/14 21:00 SHEETZ 00 PITTSBURGH PA 003 036801 ~5541","-16.0000",""
"10/16/2017","","13731 POS PUR 10/16 01:34 Amazon Services- 866-321-8851 WA 00000000 013~5818","-15.8900",""
"10/16/2017","","71458 POS PUR 10/16 01:22 Amazon Services- 866-321-8851 WA 00000000 071~5818","-15.8900",""
"10/16/2017","","0121 POS PUR 10/14 16:38 AUNTIE ANNE'S #P PITTSBURGH PA 00006339 00012~5814","-12.7800",""
"10/16/2017","","18916 POS PUR 10/15 15:44 MICHAELS STORES PITTSBURGH PA 00000000 018916~5970","-11.1900",""
"10/16/2017","","46592 POS PUR 10/14 15:05 SUBWAY 00 PITTSBURGH PA 001 046592 ~5814","-10.4400",""
"10/16/2017","","10015 POS PUR 10/13 06:26 MOES SOUTHWEST G BRIDGEVILLE PA 00532310 0100~5812","-9.2000",""
"10/16/2017","","42163 POS PUR 10/14 23:00 SHEETZ 00 PITTSBURGH PA 002 042163 ~5541","-6.4200",""
"10/16/2017","","34098 POS PUR 10/13 22:12 APL* ITUNES.COM/ 866-712-7753 CA 00000000 034~5735","-5.3300",""
"10/16/2017","","23248 POS PUR 10/13 01:42 DUNKIN #353396 Q COLLIER TWNSH PA 3533005 023~5814","-2.7300",""
"10/16/2017","","97855 POS PUR 10/13 14:44 Amazon Services- 866-321-8851 WA 00000000 097~5818","-2.1100",""
"10/16/2017","","61429 POS PUR 10/14 23:22 Amazon Services- 866-321-8851 WA 00000000 061~5818","-1.0500",""
"10/16/2017","","47001 POS PUR 10/13 14:21 APL* ITUNES.COM/ 866-712-7753 CA 00000000 047~5735","-0.9900",""
"10/16/2017","","PAYMENT TO DIRECT FIXED NON RE LOAN 45769830","-163.6000",""
"10/13/2017","","DEVELOPMENT DIME DIRECT DEP 537065795539MU9","","1714.2700"
"10/13/2017","","SURCHARGE FEE 692255 ATM WTD 10/13 08:27 PNC BANK BRIDGEVILLE PA PJ2574 692255","-3.5000",""
"10/13/2017","","FEE FOR ATM WTD 10/13 08:27 PNC BANK BRIDGEVILLE PA PJ2574 692255 ~6011","-2.5000",""
"10/13/2017","","56191 POS PUR 10/12 15:04 SUNOCO 036301420 PITTSBURGH PA 0363001 056191~5542","-49.6800",""
"10/13/2017","","692255 ATM WTD 10/13 08:27 PNC BANK BRIDGEVILLE PA PJ2574 692255 ~6011","-30.0000",""
"10/13/2017","","12073 POS PUR 10/12 06:27 AMAZON MKTPLACE AMZN.COM/BILL WA 00000000 012~5942","-9.9800",""
"10/10/2017","","76789 POS PUR 10/07 01:06 NORTH PARK LOUNG MURRYSVILLE PA 00000000 0767~5812","-55.1000",""
"10/10/2017","","53918 POS PUR 10/06 07:38 SUNOCO 036301420 PITTSBURGH PA 0363001 053918~5542","-48.9200",""
"10/10/2017","","PAYPAL INST XFER JETBRAINSAM","-26.6400",""
"10/10/2017","","47148 POS PUR 10/07 00:52 FIVE BELOW 186 MONROEVILLE PA 51847148 047148~5331","-17.1100",""
"10/10/2017","","92434 POS PUR 10/09 10:03 Audible adbl.co/bill NJ 00000000 092434 ~5968","-15.8500",""
"10/10/2017","","48487 POS PUR 10/06 08:04 BOB EVANS REST # BRIDGEVILLE PA 54548487 0484~5812","-12.6200",""
"10/10/2017","","PAYPAL INST XFER DROPBOX","-9.9900",""
"10/10/2017","","54994 POS PUR 10/09 05:19 SUNOCO 036301420 PITTSBURGH PA 0363001 054994~5541","-9.3800",""
"10/10/2017","","27011 POS PUR 10/10 13:27 AMAZON MKTPLACE AMZN.COM/BILL WA 00000000 027~5942","-8.9900",""
"10/10/2017","","47055 POS PUR 10/09 08:12 APL* ITUNES.COM/ 866-712-7753 CA 00000000 047~5735","-5.3200",""
"10/10/2017","","44713 POS PUR 10/08 04:39 Amazon Digital S amzn.com/bill WA 00000000 04~5818","-2.1100",""
